Time_s, Short-Term-Fuel-Trim-Bank-1_%, Calculated-Engine-Load-Value_%, Vehicle-Speed_km/h, Intake-Air-Temperature_C, Engine-Coolant-Temperature_C, Long-Term-Fuel-Trim-Bank-1_%, Intake-Manifold-Absolute-Pressure_kPa, Engine-RPM_rpm, Absolute-Throttle-Position_%, Timing-Advance-for-#1-cylinder_°
0.0, *, *, *, *, *, *, *, *, *, *
332.4, 3.9, 52.5, 93, 29, 87, -5.9, 44.0, 2252, 11.9, 32.1
333.6, -0.1, 55.0, 93, 29, 87, -10.2, 44.1, 2295, 16.5, 24.5
334.8, -7.0, 61.2, 95, 29, 87, -10.5, 52.7, 2285, 16.3, 24.5
336.0, -5.1, 56.8, 96, 29, 87, -10.7, 67.0, 2262, 14.9, 24.5
337.2, -2.3, 48.6, 97, 29, 87, -2.3, 59.1, 2262, 14.0, 25.6
338.4, -1.5, 44.2, 97, 29, 87, -2.3, 51.9, 2263, 11.8, 30.5
339.6, -1.2, 38.8, 97, 29, 87, -2.3, 46.1, 2254, 11.2, 31.0
340.8, -3.9, 28.7, 96, 29, 87, -3.0, 39.5, 2245, 10.3, 32.0
342.0, -2.1, 27.5, 96, 29, 87, -3.9, 26.0, 2215, 7.1, 35.4
343.2, 0.8, 25.1, 95, 29, 87, -3.5, 27.2, 2211, 7.1, 38.0
344.4, 2.5, 25.1, 94, 29, 87, -3.1, 29.0, 2203, 7.1, 37.9
345.6, 4.7, 25.2, 93, 29, 87, -2.7, 36.6, 2243, 9.0, 35.8
346.8, 6.3, 38.5, 93, 29, 87, -2.7, 46.0, 2302, 14.9, 26.0
348.0, 6.8, 58.0, 92, 29, 87, -10.2, 61.0, 2292, 16.1, 24.8
349.2, -0.8, 70.2, 93, 29, 87, -9.4, 73.0, 2283, 18.2, 22.0
350.4, 0.0, 72.0, 94, 29, 87, -7.8, 82.0, 2283, 22.4, 19.1
351.6, 2.3, 79.6, 96, 29, 87, -7.4, 83.6, 2282, 22.8, 16.0
352.8, 2.3, 80.6, 96, 29, 87, -7.0, 86.0, 2281, 25.5, 15.0
354.0, 2.3, 83.1, 97, 29, 87, -7.0, 72.0, 2276, 22.5, 16.6
355.2, -1.5, 74.3, 97, 29, 87, -7.0, 72.0, 2268, 15.3, 24.5
356.4, -6.3, 56.5, 97, 29, 87, -7.9, 68.4, 2279, 15.4, 24.7
357.6, -5.4, 56.0, 97, 29, 87, -8.7, 64.6, 2292, 15.7, 25.5
358.8, -4.3, 54.5, 97, 29, 87, -9.4, 61.0, 2292, 15.5, 25.5
360.0, -2.3, 44.8, 99, 29, 87, -8.0, 56.2, 2295, 15.3, 25.5
361.2, -1.8, 44.0, 99, 29, 87, -4.7, 39.1, 2329, 13.0, 29.4
362.4, -0.0, 39.7, 100, 29, 87, -4.4, 39.5, 2331, 10.6, 34.5
363.6, 0.7, 38.0, 100, 29, 87, -3.9, 41.0, 2339, 10.2, 34.8
364.8, 2.3, 32.2, 100, 29, 87, -3.9, 39.5, 2349, 10.7, 34.5
366.0, 3.9, 39.8, 100, 29, 87, -5.2, 41.0, 2364, 12.9, 30.0
367.2, 4.5, 50.3, 100, 29, 87, -10.9, 66.0, 2495, 12.9, 28.1
368.4, -3.9, 62.0, 101, 29, 87, -10.9, 66.5, 2478, 12.9, 24.0
369.6, -5.7, 57.0, 102, 29, 87, -10.9, 68.0, 2401, 11.4, 24.9
370.8, -10.9, 32.2, 103, 29, 87, -7.9, 58.4, 2388, 10.1, 26.4
372.0, -7.6, 30.9, 102, 29, 87, -3.1, 35.0, 2344, 9.0, 35.9
373.2, -1.6, 28.3, 100, 29, 87, -3.1, 34.1, 2328, 8.9, 36.1
374.4, -1.8, 28.3, 100, 29, 87, -3.1, 33.0, 2301, 8.6, 37.0
375.6, -2.3, 28.6, 99, 29, 87, -3.1, 33.9, 2284, 8.8, 36.8
376.8, -2.0, 28.9, 98, 29, 87, -3.1, 35.0, 2252, 9.4, 36.0
378.0, -1.6, 29.4, 97, 29, 87, -2.3, 35.0, 2240, 9.4, 36.0
379.2, -0.8, 33.1, 97, 29, 87, -2.1, 37.0, 2223, 9.4, 36.0
380.4, -1.1, 35.7, 96, 29, 87, -1.6, 43.0, 2206, 11.4, 34.0
381.6, -1.6, 35.7, 96, 29, 87, -1.6, 42.6, 2204, 11.4, 32.5
382.8, -2.4, 38.1, 96, 29, 87, -1.6, 42.0, 2200, 11.4, 32.5
384.0, -2.9, 41.6, 95, 29, 87, -6.0, 60.3, 2213, 13.9, 28.8
385.2, 0.8, 59.2, 95, 29, 87, -8.8, 74.8, 2227, 19.6, 17.5
386.4, 1.9, 73.4, 96, 29, 87, -9.4, 78.0, 2234, 19.8, 17.3
387.6, 5.5, 73.7, 97, 29, 87, -9.0, 78.4, 2237, 20.0, 17.1
388.8, 4.8, 73.7, 97, 29, 87, -8.5, 79.0, 2245, 20.0, 17.5
390.0, 3.7, 73.7, 97, 29, 87, -7.8, 79.0, 2247, 20.0, 17.4
391.2, -0.8, 73.7, 97, 29, 87, -7.6, 79.1, 2247, 20.0, 17.0
392.4, -0.7, 73.9, 97, 29, 87, -7.0, 80.0, 2233, 20.4, 17.0
393.6, -0.0, 75.7, 97, 29, 87, -6.8, 80.5, 2228, 20.8, 17.0
394.8, 0.5, 76.0, 97, 29, 87, -6.3, 82.0, 2206, 20.8, 16.5
396.0, 1.6, 76.9, 96, 29, 87, -5.9, 82.0, 2205, 20.8, 16.0
397.2, 3.6, 76.9, 96, 29, 87, -5.5, 82.0, 2204, 21.6, 16.0
398.4, 6.3, 76.9, 96, 29, 87, -4.7, 82.0, 2202, 21.6, 15.9
399.6, 3.9, 77.4, 96, 29, 87, -4.5, 82.0, 2200, 21.6, 15.5
400.8, 4.0, 78.0, 95, 29, 87, -3.9, 82.0, 2192, 21.6, 15.5
402.0, 4.7, 78.8, 95, 29, 88, -3.5, 82.0, 2185, 21.6, 15.5
403.2, 4.3, 78.8, 95, 29, 88, -3.1, 82.1, 2179, 21.6, 15.5
404.4, 4.0, 78.8, 94, 29, 88, -3.1, 84.0, 2171, 21.9, 15.3
405.6, 4.7, 79.2, 93, 29, 88, -2.9, 84.0, 2169, 22.4, 15.0
406.8, 4.2, 79.6, 93, 29, 88, -2.3, 84.0, 2252, 22.4, 15.2
408.0, 2.3, 81.6, 93, 28, 88, -1.6, 85.5, 2240, 22.8, 15.4
409.2, 0.7, 82.0, 93, 28, 88, -0.8, 88.0, 2208, 25.5, 14.0
410.4, -1.6, 82.7, 93, 28, 88, -0.0, 86.3, 2194, 24.0, 14.4
411.6, -3.3, 75.9, 93, 28, 88, -0.0, 84.0, 2169, 19.6, 16.0
412.8, -5.5, 63.1, 92, 28, 88, -2.1, 74.6, 2177, 19.7, 16.3
414.0, -5.5, 66.9, 92, 28, 88, -3.9, 64.8, 2190, 20.0, 19.0
415.2, -5.4, 73.7, 92, 28, 88, -3.9, 84.0, 2189, 21.0, 17.8
416.4, 1.6, 77.1, 92, 28, 88, -3.8, 84.0, 2188, 23.1, 15.0
417.6, 1.3, 81.0, 93, 28, 88, -3.1, 84.0, 2189, 23.1, 15.0
418.8, -0.8, 78.0, 93, 28, 88, -3.1, 80.3, 2192, 23.1, 15.0
420.0, -0.3, 77.9, 94, 28, 88, -3.1, 40.1, 2225, 17.8, 21.0
421.2, 6.3, 58.4, 93, 28, 88, -4.6, 42.8, 2225, 8.2, 36.0
422.4, 4.9, 58.2, 91, 29, 88, -10.9, 69.0, 2515, 11.7, 36.0
423.6, -10.9, 42.1, 91, 29, 88, -8.7, 63.9, 2577, 18.0, 36.0
424.8, -10.9, 42.0, 91, 29, 88, -2.3, 40.1, 3272, 17.5, 36.0
426.0, -10.9, 42.1, 91, 29, 88, -4.5, 47.7, 3136, 17.1, 36.0
427.2, -8.6, 43.9, 92, 29, 88, -10.2, 82.0, 2231, 21.6, 27.7
428.4, 1.6, 76.9, 93, 29, 88, -7.8, 80.7, 2229, 21.6, 16.0
429.6, -3.0, 68.0, 94, 29, 88, -3.1, 76.0, 2215, 16.4, 20.3
430.8, -14.1, 37.6, 96, 29, 88, -2.7, 60.0, 2236, 12.0, 26.3
432.0, -9.2, 33.4, 96, 29, 88, -2.4, 39.4, 2270, 8.6, 36.0
433.2, -3.9, 27.1, 95, 29, 88, -3.1, 31.1, 2227, 8.6, 36.3
434.4, 3.9, 27.9, 95, 29, 88, -2.9, 31.5, 2223, 8.6, 37.0
435.6, 3.9, 28.6, 94, 29, 88, -2.3, 34.1, 2192, 8.8, 36.8
436.8, 3.9, 29.0, 94, 29, 88, -2.0, 34.0, 2189, 9.0, 36.5
438.0, 3.9, 23.9, 94, 29, 88, -1.7, 34.0, 2180, 7.8, 36.5
439.2, 3.9, 12.6, 93, 29, 88, -3.1, 25.7, 2092, 5.4, 32.0
440.4, 2.1, 13.3, 92, 29, 88, -3.1, 17.0, 1974, 0.0, 13.0
441.6, 0.0, 14.6, 91, 29, 88, -3.1, 19.4, 1850, 0.0, 8.8
442.8, -0.0, 17.4, 89, 29, 88, -3.1, 21.4, 1758, 0.0, 0.0
444.0, 0.0, 17.1, 88, 29, 88, -3.1, 23.1, 1843, 1.3, 15.2
445.2, -0.0, 16.2, 86, 29, 88, -3.1, 22.4, 1855, 1.3, 35.5
446.4, 1.4, 17.8, 86, 29, 87, -3.1, 21.1, 1909, 3.5, 36.1
447.6, 4.7, 23.5, 84, 29, 87, -2.6, 26.3, 1949, 4.7, 36.3
448.8, 0.9, 29.9, 84, 29, 87, -2.3, 35.5, 2013, 8.6, 35.0
450.0, -4.5, 38.4, 84, 29, 87, -2.3, 60.0, 2102, 11.1, 31.7
451.2, -18.0, 58.4, 86, 29, 87, -3.5, 60.5, 2096, 14.5, 25.5
452.4, -15.6, 58.7, 86, 29, 87, -7.0, 63.0, 2046, 14.7, 25.5
453.6, -4.7, 61.2, 87, 29, 87, -7.4, 64.1, 2046, 14.9, 25.5
454.8, -4.0, 60.5, 87, 29, 87, -8.6, 69.0, 2057, 15.7, 24.9
456.0, -1.6, 56.5, 89, 29, 87, -8.9, 62.4, 2055, 16.3, 24.0
457.2, 1.6, 53.6, 89, 29, 87, -9.4, 47.0, 2052, 11.0, 27.8
458.4, 8.6, 44.3, 88, 29, 87, -9.0, 50.6, 2073, 11.5, 31.2
459.6, 3.7, 44.0, 88, 29, 87, -8.6, 56.0, 2124, 14.9, 26.0
460.8, -4.7, 43.1, 88, 29, 87, -8.6, 51.4, 2104, 14.0, 26.9
462.0, 2.6, 40.9, 88, 29, 87, -8.4, 46.0, 2068, 11.0, 32.0
463.2, 9.9, 38.3, 87, 29, 87, -6.3, 49.1, 2062, 11.4, 31.3
464.4, 3.9, 72.9, 87, 29, 87, -5.7, 51.9, 2056, 12.5, 29.0
465.6, 3.5, 73.2, 88, 29, 87, -3.1, 80.0, 2174, 16.3, 24.2
466.8, 0.8, 77.3, 90, 29, 87, -3.4, 74.5, 2148, 19.8, 16.1
468.0, 0.8, 64.1, 90, 29, 87, -3.9, 64.0, 2079, 10.6, 28.0
469.2, 0.8, 34.9, 90, 29, 87, -6.3, 51.1, 2109, 10.7, 29.1
470.4, 1.7, 42.8, 90, 29, 87, -5.9, 42.7, 2140, 11.0, 32.5
471.6, 2.0, 49.1, 89, 29, 87, -4.7, 58.0, 2106, 12.1, 30.4
472.8, 0.8, 47.5, 90, 29, 87, -4.7, 55.6, 2102, 13.3, 27.5
474.0, 0.2, 41.6, 90, 29, 87, -4.6, 50.0, 2087, 11.8, 29.3
475.2, -0.8, 27.8, 89, 29, 87, -3.9, 33.1, 2097, 10.9, 31.6
476.4, 3.8, 31.1, 89, 29, 87, -3.7, 36.9, 2119, 9.0, 36.0
477.6, 6.3, 34.2, 89, 29, 87, -3.1, 55.0, 2216, 10.5, 33.0
478.8, 3.9, 34.5, 89, 29, 87, -3.1, 50.6, 2216, 11.8, 29.7
480.0, 4.2, 33.8, 89, 29, 87, -3.0, 44.0, 2216, 11.8, 31.5
481.2, 4.7, 32.5, 89, 29, 87, -2.3, 40.2, 2180, 11.9, 31.5
482.4, 5.4, 43.9, 89, 29, 87, -2.4, 36.0, 2122, 12.5, 31.5
483.6, 6.3, 64.3, 90, 29, 87, -4.7, 58.9, 2198, 15.2, 29.4
484.8, 5.5, 71.5, 92, 29, 87, -4.3, 84.0, 2317, 24.3, 15.0
486.0, 4.6, 80.8, 95, 29, 87, -0.8, 86.0, 2317, 24.6, 14.9
487.2, 3.1, 81.5, 97, 29, 87, -0.8, 86.2, 2317, 25.5, 14.5
488.4, 3.0, 82.4, 99, 29, 87, -0.8, 89.0, 2333, 26.0, 14.6
489.6, 0.8, 82.4, 101, 29, 87, -1.9, 87.9, 2350, 27.1, 15.0
490.8, -0.4, 82.2, 104, 29, 87, -8.6, 70.0, 2413, 23.4, 17.8
492.0, -10.2, 54.9, 105, 29, 87, -7.9, 67.1, 2414, 16.9, 24.0
493.2, -7.9, 53.1, 106, 29, 87, -4.7, 46.1, 2449, 16.9, 27.0
494.4, 4.7, 32.6, 106, 29, 87, -4.7, 45.2, 2449, 16.9, 33.5
495.6, 4.7, 32.5, 106, 29, 87, -4.7, 40.1, 2450, 14.2, 33.8
496.8, 3.9, 32.0, 106, 29, 87, -4.4, 41.6, 2450, 10.8, 34.5
498.0, 2.0, 36.0, 106, 29, 87, -3.9, 45.0, 2450, 14.1, 30.5
499.2, -1.2, 45.1, 106, 29, 87, -3.9, 49.3, 2450, 14.2, 28.2
500.4, -7.8, 46.2, 106, 29, 87, -4.0, 53.1, 2449, 14.5, 27.5
501.6, -7.6, 46.2, 106, 29, 87, -4.7, 54.0, 2447, 14.5, 27.6
502.8, -6.3, 37.4, 105, 29, 87, -5.0, 51.1, 2441, 14.5, 28.0
504.0, -4.1, 37.3, 105, 29, 87, -5.5, 43.0, 2422, 13.1, 30.0
505.2, 3.1, 37.3, 104, 29, 87, -5.2, 42.7, 2417, 11.8, 32.5
506.4, 4.0, 37.5, 104, 29, 87, -4.7, 42.0, 2402, 11.4, 33.0
507.6, 5.5, 38.0, 103, 29, 87, -3.9, 44.4, 2394, 11.9, 32.3
508.8, 1.7, 39.8, 103, 29, 87, -3.8, 47.1, 2382, 13.3, 29.0
510.0, -1.7, 42.4, 103, 29, 87, -3.1, 50.1, 2378, 13.3, 28.8
511.2, -2.3, 45.1, 103, 29, 87, -3.3, 50.0, 2375, 13.3, 28.5
512.4, -3.2, 49.3, 103, 29, 87, -3.9, 50.0, 2388, 14.9, 26.9
513.6, -5.5, 59.6, 104, 29, 87, -6.8, 54.7, 2397, 16.5, 25.0
514.8, -4.9, 59.4, 104, 29, 87, -10.9, 66.0, 2429, 17.3, 24.8
516.0, -3.1, 58.4, 106, 29, 87, -10.9, 66.0, 2440, 17.3, 24.5
517.2, -2.6, 58.5, 106, 29, 87, -10.9, 66.0, 2475, 17.3, 24.5
518.4, -1.6, 58.8, 108, 29, 87, -10.2, 65.6, 2484, 17.2, 24.6
519.6, -1.6, 58.3, 108, 29, 87, -10.2, 65.0, 2505, 16.9, 25.5
520.8, -1.6, 57.3, 109, 29, 87, -9.4, 64.4, 2516, 16.9, 25.5
522.0, -2.0, 56.9, 109, 29, 87, -9.4, 63.0, 2530, 16.9, 25.5
523.2, -1.1, 54.7, 110, 29, 87, -9.4, 58.0, 2552, 15.9, 26.0
524.4, 3.1, 43.5, 111, 29, 87, -8.8, 55.9, 2550, 14.9, 26.5
525.6, 2.6, 44.7, 111, 29, 87, -7.8, 50.0, 2542, 14.5, 28.0
526.8, 1.6, 48.6, 111, 29, 87, -7.8, 53.0, 2545, 14.7, 27.8
528.0, 0.1, 50.2, 111, 29, 87, -7.7, 58.0, 2552, 15.7, 26.5
529.2, -1.8, 52.5, 110, 29, 87, -6.3, 59.3, 2549, 15.8, 26.4
530.4, -4.7, 52.5, 110, 29, 87, -6.3, 59.5, 2544, 16.1, 26.0
531.6, -3.9, 52.4, 110, 29, 87, -6.3, 58.0, 2533, 15.3, 26.2
532.8, -0.8, 51.4, 109, 29, 87, -6.3, 57.2, 2528, 15.3, 26.5
534.0, -0.6, 51.4, 109, 29, 87, -6.3, 54.0, 2504, 14.4, 27.2
535.2, 1.6, 51.4, 109, 29, 87, -5.9, 52.6, 2501, 13.3, 28.5
536.4, 2.0, 49.4, 108, 29, 87, -4.7, 45.0, 2472, 12.2, 29.8
537.6, 3.1, 36.9, 107, 29, 87, -4.5, 45.0, 2469, 12.2, 31.5
538.8, 2.1, 37.3, 107, 29, 87, -3.9, 45.0, 2451, 12.2, 31.5
540.0, -0.0, 38.8, 106, 29, 87, -3.5, 46.6, 2447, 12.6, 31.0
541.2, -0.8, 42.1, 106, 29, 87, -3.1, 49.0, 2438, 14.1, 28.0
542.4, -1.5, 46.7, 106, 29, 87, -3.1, 49.1, 2441, 12.5, 29.2
543.6, -0.0, 38.4, 106, 29, 87, -3.1, 47.8, 2444, 9.4, 32.5
544.8, -0.2, 29.8, 106, 29, 87, -3.1, 35.1, 2442, 9.4, 33.6
546.0, -2.3, 29.1, 106, 29, 87, -3.3, 35.0, 2440, 9.4, 36.0
547.2, -1.8, 29.0, 106, 29, 87, -3.9, 35.1, 2436, 9.4, 36.0
548.4, 1.6, 29.9, 106, 29, 87, -3.9, 35.8, 2436, 9.4, 36.0
549.6, 1.2, 30.1, 106, 29, 87, -3.9, 40.0, 2440, 10.2, 35.2
550.8, -0.8, 35.7, 106, 29, 87, -3.6, 41.6, 2446, 11.1, 34.0
552.0, -1.6, 35.7, 106, 29, 87, -3.1, 45.0, 2461, 12.2, 32.6
553.2, -3.1, 35.7, 107, 29, 86, -3.1, 43.9, 2457, 12.1, 31.7
554.4, -2.5, 35.8, 107, 29, 86, -3.1, 42.0, 2449, 11.8, 33.0
555.6, -1.6, 36.1, 106, 29, 86, -3.9, 46.2, 2444, 12.8, 31.4
556.8, -10.2, 44.4, 106, 29, 86, -4.2, 51.0, 2437, 15.3, 26.5
558.0, -8.5, 51.2, 105, 29, 86, -5.5, 57.0, 2433, 14.8, 26.7
559.2, -1.6, 47.8, 106, 29, 86, -5.8, 56.5, 2433, 14.1, 27.0
560.4, -0.8, 50.8, 106, 29, 86, -6.3, 55.0, 2433, 14.6, 26.7
561.6, 0.8, 60.0, 105, 29, 86, -6.3, 62.2, 2436, 15.9, 25.7
562.8, -0.0, 60.9, 106, 29, 86, -6.7, 68.0, 2442, 18.0, 23.5
564.0, 0.2, 61.6, 107, 29, 86, -7.8, 68.0, 2463, 18.0, 23.5
565.2, 0.8, 61.6, 107, 29, 86, -7.8, 68.0, 2469, 18.1, 23.5
566.4, -0.8, 62.1, 108, 29, 86, -7.7, 68.2, 2479, 18.4, 23.5
567.6, -0.8, 62.7, 109, 29, 86, -7.0, 70.0, 2520, 18.4, 23.5
568.8, -0.4, 62.7, 109, 29, 86, -6.9, 70.0, 2520, 18.4, 23.0
570.0, -0.0, 62.7, 110, 29, 87, -6.3, 70.0, 2540, 18.4, 23.0
571.2, 1.7, 62.4, 111, 29, 87, -6.1, 69.9, 2562, 18.4, 23.0
572.4, 2.4, 61.9, 112, 29, 87, -5.5, 69.0, 2590, 18.4, 23.2
573.6, -3.1, 56.5, 113, 29, 87, -5.5, 66.7, 2595, 18.1, 23.6
574.8, -2.4, 55.0, 113, 29, 87, -5.5, 62.0, 2610, 15.7, 26.0
576.0, -1.6, 52.4, 113, 29, 87, -7.0, 58.5, 2610, 15.4, 26.3
577.2, -0.8, 46.7, 113, 29, 87, -7.0, 55.5, 2610, 14.5, 27.5
578.4, -1.0, 46.6, 113, 29, 87, -7.0, 53.0, 2610, 14.5, 27.7
579.6, -1.6, 45.9, 113, 29, 87, -6.4, 52.7, 2608, 14.5, 28.0
580.8, 0.1, 45.2, 113, 29, 87, -5.5, 52.0, 2599, 14.0, 28.3
582.0, 3.9, 43.1, 112, 29, 87, -4.7, 53.8, 2595, 13.7, 28.2
583.2, 3.5, 46.0, 112, 29, 87, -4.7, 56.0, 2588, 13.7, 26.5
584.4, 3.1, 51.0, 112, 29, 87, -4.7, 57.0, 2588, 14.3, 26.5
585.6, 0.8, 50.6, 112, 29, 87, -4.8, 57.2, 2589, 15.7, 26.5
586.8, 0.6, 49.8, 112, 29, 87, -5.5, 50.0, 2585, 14.7, 27.3
588.0, -0.8, 41.2, 112, 29, 87, -5.8, 49.3, 2584, 13.3, 29.0
589.2, -0.6, 40.4, 112, 29, 87, -7.0, 45.0, 2558, 12.6, 30.2
590.4, -0.0, 34.9, 110, 29, 87, -6.8, 45.0, 2554, 11.8, 32.0
591.6, -0.2, 35.5, 110, 29, 87, -6.3, 45.0, 2530, 12.5, 32.0
592.8, -0.8, 38.0, 109, 29, 87, -5.9, 45.4, 2524, 12.5, 32.0
594.0, -1.7, 37.9, 109, 29, 87, -5.5, 46.0, 2512, 12.5, 31.0
595.2, -3.1, 37.6, 108, 29, 87, -4.7, 45.5, 2505, 12.5, 31.1
596.4, -2.4, 37.2, 108, 29, 87, -4.6, 45.0, 2495, 12.5, 31.5
597.6, -1.6, 36.5, 109, 29, 87, -3.9, 45.1, 2499, 12.6, 31.2
598.8, -0.8, 38.8, 109, 29, 87, -3.9, 45.0, 2504, 12.9, 30.0
600.0, -0.0, 42.0, 109, 29, 87, -3.9, 45.1, 2516, 13.0, 29.7
601.2, -2.0, 41.8, 109, 29, 87, -3.9, 45.0, 2530, 13.3, 29.0
602.4, -3.8, 41.7, 110, 29, 87, -3.9, 45.0, 2562, 13.3, 29.0
603.6, -6.3, 42.4, 110, 29, 87, -4.1, 46.4, 2566, 13.3, 29.0
604.8, -6.6, 42.6, 110, 29, 86, -4.7, 53.0, 2605, 13.7, 28.6
606.0, -7.8, 43.9, 114, 29, 86, -5.0, 52.5, 2609, 14.1, 28.0
607.2, -4.4, 39.0, 114, 29, 86, -5.5, 51.0, 2630, 13.7, 28.5
608.4, 2.3, 23.9, 114, 29, 86, -5.5, 40.0, 2618, 12.8, 29.7
609.6, -0.1, 27.1, 114, 29, 86, -5.5, 24.0, 2597, 8.6, 37.5
610.8, -3.1, 32.5, 113, 29, 86, -5.5, 37.1, 2660, 10.7, 35.6
612.0, -2.2, 44.5, 113, 29, 86, -5.5, 52.4, 2731, 14.9, 28.5
613.2, -0.8, 57.0, 113, 29, 86, -5.5, 73.0, 2773, 18.2, 25.6
614.4, 1.6, 68.6, 113, 29, 86, -5.9, 74.1, 2740, 20.8, 22.5
615.6, -1.1, 64.0, 113, 29, 86, -6.4, 76.0, 2661, 20.8, 22.5
616.8, -4.7, 55.7, 112, 29, 86, -7.8, 69.6, 2630, 18.7, 22.7
618.0, -6.5, 54.9, 112, 29, 86, -7.8, 61.0, 2577, 16.1, 25.5
619.2, -8.6, 53.7, 111, 29, 86, -8.2, 61.0, 2568, 16.1, 25.5
620.4, -5.6, 53.7, 111, 29, 86, -8.6, 61.0, 2555, 16.1, 25.5
621.6, -3.1, 53.7, 111, 29, 86, -8.6, 61.0, 2554, 16.1, 25.5
622.8, -3.1, 54.5, 111, 29, 86, -8.6, 61.0, 2555, 16.1, 25.5
624.0, -1.9, 53.6, 111, 29, 86, -8.6, 61.0, 2561, 16.1, 25.7
625.2, 2.3, 48.6, 112, 29, 86, -8.6, 58.9, 2563, 16.1, 26.0
626.4, 2.7, 48.5, 112, 29, 86, -8.6, 53.0, 2577, 15.4, 26.6
627.6, 7.0, 43.1, 112, 29, 86, -8.2, 52.3, 2578, 14.1, 28.0
628.8, 5.1, 42.8, 112, 29, 87, -7.0, 49.0, 2590, 13.7, 28.6
630.0, -0.8, 40.8, 113, 29, 87, -6.7, 48.6, 2592, 13.3, 29.5
631.2, -0.8, 40.5, 113, 29, 87, -6.2, 48.0, 2596, 13.3, 29.5
632.4, -0.2, 40.0, 113, 29, 87, -4.7, 48.0, 2596, 13.3, 29.5
633.6, 3.1, 40.4, 113, 29, 87, -4.5, 48.0, 2593, 13.3, 29.5
634.8, 3.3, 40.5, 113, 29, 87, -3.9, 48.0, 2557, 13.1, 29.5
636.0, 3.9, 41.2, 109, 29, 87, -3.9, 48.0, 2550, 12.9, 29.5
637.2, 3.4, 40.8, 109, 29, 87, -3.9, 48.0, 2512, 12.6, 29.8
638.4, 2.3, 39.6, 107, 29, 87, -3.1, 47.5, 2488, 12.5, 30.0
639.6, -0.8, 39.0, 106, 29, 87, -3.1, 46.8, 2455, 12.5, 30.0
640.8, -1.0, 38.4, 105, 29, 87, -3.1, 45.0, 2399, 12.2, 30.6
642.0, -2.3, 36.9, 104, 29, 87, -2.9, 45.0, 2399, 11.8, 31.5
643.2, -2.1, 36.5, 103, 29, 87, -2.3, 45.0, 2399, 11.0, 32.2
644.4, -1.6, 35.3, 102, 29, 87, -2.3, 38.2, 2381, 10.4, 33.1
645.6, -3.0, 27.8, 101, 29, 87, -2.7, 28.0, 2333, 3.5, 38.5
646.8, -4.7, 15.7, 100, 29, 87, -6.3, 24.2, 2291, 3.5, 38.5
648.0, -4.7, 15.9, 99, 29, 87, -5.7, 21.0, 2241, 3.5, 38.5
649.2, -3.6, 16.3, 98, 29, 87, -3.1, 21.1, 2219, 3.5, 38.5
650.4, 1.6, 19.2, 97, 29, 87, -3.4, 23.7, 2219, 4.1, 38.4
651.6, 2.5, 21.7, 97, 29, 87, -3.9, 30.0, 2273, 8.6, 37.0
652.8, 3.9, 27.5, 96, 29, 86, -3.1, 31.5, 2277, 8.6, 37.0
654.0, 0.8, 27.5, 96, 29, 86, -3.1, 33.0, 2283, 8.6, 37.0
655.2, -2.4, 27.2, 96, 30, 86, -3.1, 33.0, 2275, 8.5, 37.1
656.4, -3.1, 14.2, 95, 30, 86, -3.1, 28.3, 2228, 8.2, 37.5
657.6, -2.3, 14.1, 95, 30, 86, -3.1, 17.0, 2057, 3.6, 35.5
658.8, -0.0, 14.1, 93, 30, 86, -3.1, 19.5, 1989, 1.2, 33.6
660.0, 1.2, 22.8, 93, 30, 86, -3.1, 23.0, 1850, 9.4, 36.0
661.2, 3.1, 43.9, 91, 30, 86, -1.6, 39.4, 2051, 10.6, 34.4
662.4, 3.1, 44.4, 91, 30, 86, -2.3, 51.1, 2258, 13.7, 28.0
663.6, 2.8, 44.7, 91, 30, 86, -5.5, 45.1, 2147, 12.4, 28.0
664.8, 0.8, 32.6, 91, 30, 86, -5.5, 44.4, 2148, 10.2, 28.0
666.0, 0.7, 33.2, 91, 30, 86, -5.5, 41.0, 2170, 11.3, 28.6
667.2, -0.0, 44.7, 92, 30, 86, -5.5, 43.7, 2169, 12.9, 30.0
668.4, -2.1, 44.8, 92, 30, 86, -5.5, 52.0, 2162, 13.1, 29.5
669.6, -6.3, 45.1, 92, 30, 86, -5.9, 48.2, 2163, 12.8, 29.2
670.8, -0.3, 40.7, 92, 30, 86, -6.3, 42.0, 2167, 9.4, 35.0
672.0, 9.4, 30.2, 92, 30, 86, -5.9, 38.1, 2149, 9.2, 35.2
673.2, 6.6, 28.7, 92, 30, 86, -5.5, 32.0, 2108, 7.8, 37.0
674.4, 2.3, 25.5, 90, 30, 87, -4.1, 27.8, 2089, 6.5, 37.1
675.6, 0.2, 21.0, 89, 30, 87, -3.1, 23.4, 2055, 3.1, 37.5
676.8, -1.4, 15.6, 88, 30, 87, -3.1, 20.1, 1948, 2.1, 37.3
678.0, -0.0, 15.0, 86, 30, 87, -3.5, 20.2, 1943, 0.8, 37.0
679.2, 0.4, 15.6, 85, 30, 87, -4.7, 21.1, 1898, 1.0, 36.8
680.4, 2.3, 22.7, 84, 30, 87, -4.7, 23.0, 1906, 1.2, 36.5
681.6, 3.3, 27.8, 84, 30, 87, -4.7, 28.0, 1946, 7.5, 36.0
682.8, 5.5, 42.0, 84, 30, 87, -4.3, 35.4, 1946, 7.5, 34.1
