Time_s, Short-Term-Fuel-Trim-Bank-1_%, Calculated-Engine-Load-Value_%, Vehicle-Speed_km/h, Intake-Air-Temperature_C, Engine-Coolant-Temperature_C, Long-Term-Fuel-Trim-Bank-1_%, Intake-Manifold-Absolute-Pressure_kPa, Engine-RPM_rpm, Absolute-Throttle-Position_%, Timing-Advance-for-#1-cylinder_°
0.0, *, *, *, *, *, *, *, *, *, *
1034.4, -1.7, 52.5, 89, 28, 87, -3.9, 57.0, 2094, 18.4, 21.0
1035.6, -3.9, 55.1, 89, 28, 87, -4.5, 57.1, 2081, 18.4, 25.0
1036.8, -4.2, 58.0, 89, 27, 87, -10.9, 70.0, 2138, 50.1, 23.9
1038.0, -7.0, 50.2, 90, 27, 87, -9.7, 67.5, 2192, 18.8, 21.0
1039.2, -6.8, 41.6, 91, 27, 87, -3.9, 47.0, 2159, 16.9, 21.0
1040.4, -0.0, 44.5, 91, 27, 87, -4.7, 48.2, 2159, 13.3, 21.0
1041.6, 0.5, 47.8, 90, 27, 87, -10.2, 76.0, 2222, 15.8, 20.4
1042.8, 7.0, 72.5, 90, 27, 87, -10.0, 76.5, 2283, 20.0, 19.0
1044.0, 4.3, 69.6, 90, 27, 87, -9.4, 79.0, 2129, 18.2, 19.7
1045.2, -3.1, 58.0, 90, 27, 87, -9.0, 71.2, 2118, 16.3, 20.6
1046.4, -0.4, 62.4, 90, 27, 87, -8.6, 60.4, 2096, 14.5, 25.5
1047.6, 3.1, 70.2, 90, 27, 87, -7.8, 80.0, 2172, 15.7, 23.7
1048.8, -0.0, 66.7, 91, 27, 87, -7.6, 80.0, 2263, 18.0, 19.5
1050.0, -0.2, 61.0, 92, 27, 87, -3.9, 65.7, 2190, 15.9, 22.6
1051.2, -1.6, 34.1, 91, 27, 87, -3.7, 50.4, 2126, 12.9, 28.5
1052.4, -0.5, 34.6, 91, 27, 87, -3.1, 29.0, 2135, 7.1, 32.9
1053.6, 2.3, 36.1, 90, 27, 87, -4.7, 42.0, 2170, 7.1, 37.8
1054.8, -0.1, 41.6, 91, 27, 87, -7.0, 68.0, 2281, 7.1, 23.0
1056.0, -4.7, 57.6, 93, 27, 88, -7.4, 63.3, 2262, 7.6, 23.1
1057.2, -3.0, 51.3, 94, 27, 88, -7.2, 56.2, 2220, 13.7, 28.0
1058.4, -0.8, 38.4, 95, 27, 88, -2.3, 40.0, 2282, 15.9, 26.1
1059.6, -0.0, 32.7, 96, 27, 88, -2.9, 37.9, 2346, 21.2, 20.0
1060.8, 0.1, 26.3, 97, 27, 87, -6.3, 18.1, 2121, 12.9, 24.4
1062.0, 1.6, 12.5, 95, 27, 87, -6.5, 18.0, 2092, 0.0, 34.0
1063.2, 1.8, 16.2, 94, 27, 87, -7.0, 18.0, 1892, 2.0, 15.6
1064.4, 2.2, 28.6, 92, 27, 87, -6.6, 39.7, 2128, 5.3, 4.5
1065.6, -4.7, 44.4, 92, 27, 87, -6.7, 60.7, 2435, 16.5, 25.5
1066.8, -4.7, 58.2, 93, 27, 87, -7.8, 59.0, 2191, 15.4, 26.1
1068.0, -4.7, 51.8, 95, 27, 87, -6.1, 56.1, 2191, 14.0, 27.0
1069.2, -2.4, 48.8, 95, 27, 87, -3.1, 49.0, 2191, 10.6, 30.0
1070.4, 4.7, 34.9, 94, 27, 87, -3.1, 46.0, 2189, 10.5, 33.5
1071.6, 4.5, 33.0, 94, 27, 87, -3.1, 38.0, 2181, 8.6, 35.4
1072.8, 3.9, 26.7, 93, 27, 87, -3.1, 33.6, 2172, 7.9, 37.1
1074.0, -0.1, 22.5, 92, 27, 87, -3.1, 26.0, 2148, 3.9, 38.0
1075.2, -5.5, 14.1, 90, 27, 87, -4.8, 22.3, 2148, 3.0, 33.5
1076.4, 1.6, 18.9, 89, 27, 87, -6.0, 18.0, 2148, 0.0, 13.0
1077.6, 1.6, 27.5, 87, 28, 87, -2.3, 40.1, 2131, 0.0, 15.8
1078.8, 2.1, 29.7, 86, 28, 87, -2.3, 40.0, 2099, 0.0, 34.0
1080.0, 3.1, 36.1, 83, 28, 87, -2.3, 42.2, 2056, 1.4, 34.0
1081.2, 1.8, 37.6, 83, 28, 87, -2.3, 46.0, 1952, 11.0, 34.0
1082.4, -0.8, 42.0, 82, 28, 87, -3.0, 51.8, 1950, 11.3, 34.0
1083.6, -3.2, 45.6, 82, 28, 87, -3.9, 62.0, 1945, 12.9, 29.1
1084.8, -7.0, 52.9, 82, 28, 87, -4.8, 60.6, 1943, 13.0, 25.5
1086.0, -5.1, 45.6, 82, 28, 87, -5.6, 57.5, 1940, 13.3, 25.5
1087.2, -3.1, 35.3, 82, 28, 87, -6.3, 21.1, 1869, 9.7, 26.6
1088.4, -4.7, 26.8, 81, 28, 87, -6.3, 21.0, 1782, 0.0, 31.0
1089.6, -6.3, 15.7, 79, 28, 87, -6.3, 21.1, 1716, 0.0, 30.7
1090.8, -2.4, 16.1, 78, 28, 87, -6.3, 21.0, 1641, 0.0, 29.5
1092.0, 0.7, 16.6, 77, 28, 87, -6.3, 21.1, 1623, 0.0, 29.4
1093.2, -0.0, 27.5, 77, 28, 87, -6.3, 23.4, 1604, 0.0, 29.0
1094.4, -0.4, 27.3, 77, 28, 87, -6.3, 45.0, 1716, 0.0, 29.8
1095.6, -4.7, 17.6, 76, 28, 87, -7.0, 40.2, 1791, 0.0, 31.5
1096.8, -1.7, 24.2, 75, 28, 87, -8.6, 21.0, 1587, 0.7, 31.5
1098.0, 7.0, 56.5, 75, 28, 87, -6.3, 24.1, 1637, 1.0, 31.4
1099.2, 0.1, 45.2, 75, 28, 87, -3.1, 30.0, 1761, 0.0, 30.5
1100.4, -11.7, 16.9, 74, 28, 87, -8.6, 26.6, 1683, 0.7, 30.9
1101.6, -3.2, 21.7, 74, 28, 87, -8.6, 22.0, 1541, 4.3, 35.0
1102.8, 8.6, 30.6, 73, 28, 87, -7.1, 41.2, 1783, 6.4, 33.2
1104.0, 1.0, 43.6, 74, 28, 87, -6.5, 57.6, 2031, 12.9, 23.5
1105.2, -6.6, 59.2, 76, 28, 87, -7.0, 66.0, 1800, 13.0, 23.5
1106.4, -13.3, 47.9, 77, 28, 87, -7.2, 63.5, 1805, 13.3, 23.5
1107.6, -12.3, 34.5, 78, 28, 87, -7.8, 45.0, 1986, 13.9, 23.8
1108.8, 4.7, 60.5, 78, 28, 87, -7.5, 47.5, 1985, 14.9, 24.5
1110.0, 4.7, 92.2, 79, 28, 87, -5.5, 97.0, 2554, 27.7, 23.0
1111.2, 4.7, 95.7, 82, 28, 87, -5.1, 96.9, 3165, 58.4, 17.5
1112.4, 4.6, 100.0, 86, 27, 87, -3.1, 96.0, 3476, 57.5, 18.1
1113.6, -7.8, 100.0, 90, 27, 87, -4.0, 89.2, 3435, 56.1, 19.5
1114.8, -10.1, 91.5, 94, 27, 87, -7.0, 56.0, 3096, 35.6, 21.6
1116.0, -17.2, 29.0, 97, 27, 87, -7.7, 43.6, 2854, 15.0, 24.2
1117.2, -11.8, 24.5, 96, 27, 87, -8.6, 19.0, 2096, 0.0, 34.0
1118.4, -3.8, 15.7, 94, 27, 87, -5.6, 19.5, 2010, 0.0, 26.2
1119.6, -0.0, 15.9, 92, 27, 87, -4.9, 21.0, 1903, 0.0, 0.0
1120.8, 0.5, 16.1, 90, 27, 87, -8.6, 27.0, 2038, 0.0, 11.0
1122.0, 5.5, 14.6, 89, 27, 87, -8.6, 25.4, 2021, 0.0, 34.5
1123.2, 4.8, 14.5, 87, 27, 87, -8.6, 19.0, 1851, 0.0, 19.9
1124.4, 1.6, 25.9, 83, 27, 87, -6.5, 20.6, 1851, 0.2, 0.2
1125.6, 0.9, 24.4, 83, 27, 87, -3.1, 24.0, 1851, 2.4, 37.0
1126.8, -0.8, 18.4, 80, 28, 87, -3.4, 24.0, 1842, 3.6, 37.0
1128.0, 0.5, 28.3, 80, 28, 88, -3.9, 24.0, 1807, 14.5, 27.5
1129.2, 3.1, 62.7, 80, 28, 88, -5.1, 40.7, 1845, 13.7, 27.3
1130.4, -7.3, 51.9, 80, 28, 88, -6.4, 64.0, 1915, 10.2, 26.0
1131.6, -18.1, 34.5, 81, 28, 88, -8.6, 59.8, 2041, 12.0, 25.5
1132.8, -5.5, 47.0, 81, 28, 88, -8.6, 57.6, 2210, 17.3, 23.5
1134.0, -5.5, 59.2, 80, 28, 87, -8.6, 74.0, 2480, 18.5, 22.5
1135.2, -5.5, 60.0, 80, 28, 87, -8.6, 66.4, 2401, 20.4, 20.5
1136.4, -3.8, 59.3, 80, 27, 87, -8.6, 38.0, 1930, 16.4, 24.3
1137.6, 5.5, 51.8, 79, 27, 87, -8.6, 41.6, 1954, 11.4, 30.5
1138.8, 5.1, 53.8, 78, 27, 87, -8.6, 57.0, 2175, 14.9, 30.5
1140.0, 2.3, 78.0, 80, 27, 87, -8.6, 62.4, 2152, 20.8, 30.5
1141.2, 2.3, 78.0, 80, 27, 87, -8.6, 86.0, 1951, 21.3, 27.7
1142.4, 3.9, 83.1, 81, 27, 87, -8.6, 86.0, 1950, 22.7, 12.5
1143.6, 3.9, 91.4, 84, 27, 87, -4.0, 89.6, 1966, 23.6, 12.5
1144.8, 1.5, 90.1, 85, 27, 87, 0.0, 94.0, 1997, 27.8, 13.0
1146.0, -1.6, 87.8, 88, 27, 87, -0.0, 88.8, 2031, 26.1, 13.4
1147.2, -0.8, 78.8, 89, 27, 87, -0.8, 77.9, 2074, 21.6, 15.0
1148.4, -0.5, 66.2, 90, 27, 87, -3.9, 35.0, 2160, 13.9, 23.2
1149.6, 1.6, 18.8, 88, 27, 87, -3.9, 34.3, 2147, 3.9, 37.5
1150.8, 1.4, 18.5, 88, 27, 87, -3.9, 32.0, 2087, 7.2, 36.4
1152.0, 0.8, 16.1, 86, 27, 87, -5.6, 28.0, 2033, 9.7, 35.0
1153.2, 0.3, 15.7, 86, 27, 88, -8.6, 19.0, 1863, 0.0, 33.2
1154.4, -0.8, 14.5, 83, 27, 88, -8.6, 19.0, 1823, 0.1, 31.4
1155.6, -1.5, 16.9, 82, 27, 88, -8.4, 19.0, 1754, 0.4, 31.0
1156.8, -2.3, 20.4, 80, 28, 88, -5.5, 25.0, 1792, 2.1, 32.2
1158.0, -0.1, 25.1, 79, 28, 88, -5.8, 27.6, 1841, 5.9, 36.0
1159.2, 1.0, 29.5, 78, 28, 88, -7.0, 45.0, 1979, 8.0, 33.6
1160.4, -3.1, 25.1, 78, 28, 88, -6.0, 40.7, 1953, 11.0, 29.0
1161.6, -1.5, 26.0, 78, 28, 88, -3.9, 26.0, 1779, 9.7, 30.7
1162.8, 6.3, 35.3, 77, 28, 88, -4.8, 31.4, 1779, 7.8, 34.0
1164.0, 3.9, 34.6, 76, 28, 88, -6.3, 43.0, 1779, 6.9, 33.8
1165.2, -8.6, 26.7, 75, 28, 87, -5.2, 38.0, 1776, 5.6, 33.7
1166.4, -7.5, 25.4, 74, 28, 87, -4.0, 31.0, 1770, 4.3, 35.5
1167.6, -6.4, 23.1, 73, 28, 87, -5.5, 29.0, 1748, 4.3, 35.4
1168.8, -7.0, 22.4, 72, 28, 87, -6.6, 27.6, 1708, 4.3, 35.0
1170.0, -7.0, 21.4, 71, 28, 87, -8.6, 23.0, 1589, 4.3, 25.3
1171.2, -7.0, 18.8, 68, 28, 87, -8.6, 23.0, 1589, 3.4, 15.1
1172.4, -0.6, 18.9, 67, 28, 87, -8.6, 23.0, 1589, 0.0, 3.0
1173.6, 7.8, 19.2, 64, 28, 87, -8.6, 23.9, 1465, 1.7, 7.3
1174.8, 8.2, 19.2, 64, 28, 87, -8.4, 25.0, 1240, 7.8, 27.5
1176.0, 8.6, 19.2, 64, 28, 87, -3.9, 39.6, 1364, 7.8, 27.6
1177.2, -0.2, 21.4, 64, 28, 87, -4.1, 54.0, 1526, 7.8, 28.0
1178.4, -7.2, 24.3, 65, 28, 87, -5.5, 54.0, 1497, 5.4, 29.7
1179.6, -2.3, 23.1, 65, 28, 87, -5.5, 50.0, 1498, 1.6, 33.5
1180.8, -0.8, 23.1, 65, 28, 87, -5.5, 28.0, 1521, 2.5, 33.8
1182.0, 3.1, 23.1, 65, 28, 87, -5.5, 27.5, 1518, 3.1, 34.0
1183.2, 3.9, 25.1, 65, 28, 87, -5.5, 28.1, 1514, 3.1, 34.0
1184.4, 4.4, 27.6, 65, 28, 87, -5.5, 34.0, 1600, 4.6, 33.6
1185.6, 1.6, 29.8, 65, 28, 87, -5.5, 32.7, 1592, 6.2, 33.0
1186.8, 1.6, 29.2, 65, 28, 87, -5.5, 30.0, 1568, 4.3, 34.0
1188.0, 1.6, 27.5, 65, 28, 87, -4.7, 39.1, 1669, 5.9, 33.0
1189.2, -2.0, 32.4, 66, 28, 87, -4.1, 52.0, 1859, 11.4, 28.5
1190.4, -6.3, 40.8, 68, 28, 87, -7.8, 64.2, 1850, 13.1, 25.8
1191.6, -8.8, 59.5, 69, 28, 87, -6.7, 73.4, 1838, 17.3, 16.0
1192.8, -10.2, 73.7, 71, 28, 87, -3.1, 61.0, 1687, 11.3, 21.3
1194.0, -10.2, 73.7, 72, 28, 87, -4.1, 48.2, 1674, 4.6, 29.0
1195.2, -7.2, 60.8, 72, 28, 87, -5.5, 25.0, 1639, 0.0, 29.0
1196.4, -0.8, 16.9, 71, 28, 87, -7.1, 24.2, 1526, 0.0, 28.0
1197.6, -0.8, 19.1, 70, 28, 87, -8.5, 23.0, 1324, 0.0, 18.5
1198.8, -0.8, 23.5, 68, 28, 87, -5.5, 26.4, 1425, 0.9, 21.1
1200.0, 0.9, 25.0, 67, 28, 87, -5.3, 30.0, 1593, 3.9, 34.0
1201.2, 3.1, 27.5, 65, 28, 87, -3.1, 38.7, 1663, 6.0, 32.7
1202.4, 0.1, 41.1, 65, 28, 87, -3.1, 48.0, 1789, 13.7, 23.0
1203.6, -3.9, 64.7, 66, 28, 88, -3.9, 58.7, 1704, 13.6, 22.7
1204.8, -5.9, 62.5, 66, 28, 88, -3.9, 71.0, 1558, 13.3, 20.5
1206.0, -8.6, 58.4, 67, 28, 88, -4.7, 67.1, 1567, 12.9, 20.7
1207.2, -4.3, 56.3, 67, 28, 88, -4.7, 63.1, 1581, 11.8, 22.0
1208.4, 0.8, 52.5, 67, 28, 88, -4.7, 67.0, 1585, 11.6, 22.6
1209.6, 2.3, 53.4, 67, 28, 88, -4.7, 67.0, 1589, 11.0, 25.0
1210.8, 1.9, 54.2, 68, 28, 88, -4.7, 67.0, 1613, 11.3, 24.4
1212.0, -3.9, 23.5, 68, 28, 88, -5.4, 62.1, 1640, 12.2, 22.0
1213.2, -3.4, 23.5, 68, 28, 88, -8.6, 23.0, 1326, 7.7, 16.0
1214.4, 0.8, 21.1, 66, 28, 88, -7.9, 23.7, 1341, 0.0, 3.0
1215.6, 0.7, 19.4, 64, 28, 88, -5.5, 28.0, 1521, 2.5, 13.3
1216.8, -0.0, 21.6, 63, 28, 88, -5.3, 27.4, 1510, 5.9, 32.5
1218.0, 1.8, 22.6, 63, 28, 88, -4.7, 25.0, 1438, 4.3, 32.5
1219.2, 8.6, 28.6, 61, 28, 88, -4.4, 27.8, 1458, 2.4, 32.5
1220.4, 7.4, 33.7, 61, 28, 88, -3.9, 36.0, 1565, 6.8, 29.2
1221.6, 3.1, 66.3, 63, 28, 88, -4.2, 44.8, 1608, 10.6, 25.0
1222.8, -1.0, 59.6, 63, 28, 88, -4.7, 66.0, 1772, 1.6, 27.5
1224.0, -12.5, 28.6, 65, 28, 88, -6.1, 52.9, 1706, 1.4, 29.9
1225.2, -7.4, 25.1, 65, 28, 88, -7.8, 29.0, 1538, 0.0, 28.0
1226.4, -0.2, 19.2, 65, 28, 88, -7.8, 26.3, 1402, 0.0, 22.4
1227.6, 9.4, 19.2, 65, 28, 88, -7.8, 24.0, 1260, 0.0, 3.0
1228.8, 8.9, 19.2, 65, 28, 88, -7.8, 24.0, 1261, 0.0, 3.0
1230.0, 3.9, 19.6, 62, 28, 88, -7.6, 24.2, 1257, 0.0, 3.0
1231.2, 3.9, 19.6, 62, 28, 88, -7.0, 25.0, 1142, 0.0, 2.8
1232.4, 4.7, 20.5, 61, 28, 88, -7.0, 25.0, 1141, 0.0, 2.0
1233.6, 5.4, 21.2, 59, 28, 88, -7.0, 25.0, 1137, 0.0, 1.8
1234.8, 7.8, 21.2, 57, 28, 88, -3.3, 26.2, 1185, 0.3, 1.5
1236.0, 7.0, 21.4, 57, 28, 88, 2.3, 29.0, 1367, 7.1, 15.2
1237.2, 4.7, 22.4, 55, 28, 88, -1.3, 27.9, 1304, 6.3, 29.6
1238.4, 3.2, 24.4, 54, 28, 88, -6.2, 26.0, 1136, 0.0, 2.5
1239.6, 0.8, 29.4, 52, 28, 88, 2.3, 34.6, 1258, 2.1, 2.5
1240.8, -0.3, 29.7, 51, 28, 88, 1.6, 43.7, 1440, 7.8, 2.5
1242.0, -1.6, 30.2, 50, 28, 88, -4.7, 57.0, 1595, 7.8, 6.8
1243.2, -6.6, 34.1, 50, 28, 88, -4.9, 57.2, 1776, 7.8, 26.5
1244.4, -11.6, 39.6, 50, 28, 88, -6.3, 62.0, 1801, 5.0, 25.9
1245.6, -9.4, 49.6, 50, 28, 88, -6.9, 64.3, 1853, 14.1, 24.5
1246.8, -9.2, 56.5, 51, 28, 88, -8.6, 75.0, 2222, 16.3, 23.1
1248.0, -8.6, 56.5, 54, 28, 88, -7.8, 63.6, 2076, 18.4, 21.0
1249.2, -7.6, 50.8, 54, 28, 88, -6.3, 30.0, 1287, 0.0, 18.0
1250.4, -4.7, 24.7, 52, 28, 88, -6.3, 30.0, 1212, 0.0, 14.5
1251.6, -2.5, 24.7, 51, 28, 88, -6.3, 30.0, 964, 0.0, 7.5
1252.8, 3.1, 24.7, 47, 28, 88, -6.3, 30.4, 954, 0.0, 0.5
1254.0, 3.1, 24.7, 47, 28, 88, -5.8, 31.0, 936, 0.0, 1.0
1255.2, 2.8, 24.7, 46, 28, 88, 2.3, 32.0, 930, 0.0, 1.7
1256.4, -3.1, 25.9, 43, 28, 88, 2.3, 32.1, 923, 0.0, 4.0
1257.6, -2.8, 27.1, 39, 28, 88, 2.3, 33.0, 853, 0.0, 4.7
1258.8, -0.0, 27.8, 38, 28, 88, 2.3, 33.0, 851, 0.0, 6.0
1260.0, -0.3, 27.9, 37, 28, 88, 2.3, 33.0, 835, 0.0, 6.2
1261.2, -1.6, 29.0, 34, 28, 88, 2.3, 33.4, 833, 0.0, 6.5
1262.4, -1.4, 29.0, 34, 28, 88, 2.3, 35.0, 790, 0.0, 6.7
1263.6, 0.8, 29.0, 34, 28, 88, 2.3, 35.0, 791, 0.0, 7.0
1264.8, -0.6, 29.0, 34, 28, 88, 2.3, 35.0, 808, 0.0, 7.5
1266.0, -3.9, 29.0, 34, 28, 88, 1.9, 35.0, 797, 0.0, 8.0
1267.2, -1.5, 29.3, 34, 28, 88, 1.6, 35.0, 780, 0.0, 7.5
1268.4, 1.6, 29.8, 34, 28, 88, 1.6, 35.0, 783, 0.0, 7.5
1269.6, -1.3, 29.4, 34, 28, 88, 1.6, 34.8, 787, 0.0, 7.5
1270.8, -3.9, 29.0, 34, 28, 88, 1.6, 33.0, 827, 0.0, 7.5
1272.0, -3.9, 27.8, 34, 28, 88, 1.6, 33.1, 826, 0.0, 7.5
1273.2, -2.3, 27.8, 35, 28, 89, 1.6, 34.0, 829, 0.0, 6.6
1274.4, 3.9, 27.8, 37, 28, 89, 1.6, 33.7, 828, 0.0, 5.5
1275.6, 3.9, 27.8, 37, 28, 89, 1.6, 33.0, 828, 0.0, 5.0
1276.8, 3.9, 27.8, 37, 28, 89, 1.6, 33.0, 832, 0.0, 5.1
1278.0, 3.6, 27.8, 37, 28, 89, 1.6, 33.0, 843, 0.0, 5.5
1279.2, 3.1, 27.8, 36, 28, 89, 1.6, 33.9, 822, 0.0, 5.5
1280.4, 2.0, 28.6, 35, 28, 89, 1.6, 35.0, 787, 0.0, 5.5
1281.6, 0.7, 29.8, 32, 28, 89, 1.6, 36.0, 780, 0.0, 5.5
1282.8, -4.7, 29.4, 32, 28, 89, 1.6, 35.8, 776, 0.0, 5.5
1284.0, -3.4, 30.5, 32, 29, 90, 1.6, 35.0, 795, 1.1, 9.3
1285.2, 4.7, 57.3, 31, 29, 90, -1.2, 43.1, 988, 2.4, 17.0
1286.4, 2.9, 59.6, 29, 29, 90, -8.6, 72.0, 2204, 11.4, 17.0
1287.6, -4.7, 80.4, 39, 29, 90, -7.9, 77.1, 2288, 21.3, 17.0
1288.8, -2.2, 81.9, 40, 28, 90, -6.3, 94.0, 2666, 38.0, 16.3
1290.0, 5.5, 89.8, 52, 28, 90, -6.0, 93.7, 2689, 38.1, 15.5
1291.2, 4.9, 90.8, 53, 28, 90, -5.5, 93.0, 2779, 40.0, 15.7
1292.4, 3.1, 96.1, 63, 28, 90, -5.2, 93.6, 2814, 40.0, 16.0
1293.6, 1.5, 95.9, 64, 28, 89, -4.7, 95.0, 2974, 40.0, 16.5
1294.8, -3.1, 94.9, 73, 28, 89, -6.2, 84.7, 2883, 36.3, 17.1
1296.0, -5.5, 78.7, 73, 28, 88, -9.4, 56.0, 2554, 0.0, 30.0
1297.2, -10.9, 22.0, 76, 28, 88, -8.3, 56.0, 2371, 0.0, 29.9
1298.4, -7.9, 20.5, 75, 28, 88, -6.3, 56.0, 1632, 0.0, 29.0
1299.6, -2.3, 16.5, 73, 28, 88, -6.3, 43.7, 1613, 0.0, 28.9
1300.8, -0.3, 16.3, 72, 28, 88, -6.3, 21.0, 1565, 0.0, 28.0
1302.0, 3.1, 15.7, 71, 28, 87, -6.3, 21.4, 1486, 1.1, 28.4
1303.2, 3.1, 21.2, 71, 28, 87, -6.3, 22.0, 1328, 6.3, 33.0
1304.4, 3.1, 35.3, 69, 28, 87, -5.2, 22.0, 1423, 6.2, 33.1
1305.6, 0.1, 32.4, 69, 28, 87, -3.9, 22.0, 1633, 5.5, 34.0
1306.8, -5.5, 24.7, 68, 28, 87, -5.2, 23.2, 1597, 4.9, 33.1
1308.0, -2.5, 25.1, 67, 28, 87, -5.9, 25.3, 1518, 0.4, 19.5
1309.2, 1.6, 25.9, 66, 28, 87, -3.1, 33.0, 1558, 0.3, 21.5
1310.4, 0.4, 22.6, 65, 28, 87, -3.7, 32.2, 1600, 0.0, 28.5
1311.6, -0.4, 18.4, 64, 28, 87, -6.3, 24.0, 1601, 0.0, 20.9
1312.8, 7.8, 18.6, 63, 28, 87, -6.1, 24.2, 1583, 0.0, 3.0
1314.0, 7.8, 19.0, 62, 28, 87, -5.5, 25.0, 1194, 0.0, 2.8
1315.2, 7.8, 20.4, 60, 28, 87, -5.8, 31.6, 1302, 0.5, 2.5
1316.4, 5.2, 32.0, 60, 28, 87, -6.3, 49.0, 1726, 10.6, 16.9
1317.6, 0.8, 58.0, 60, 28, 87, -7.6, 55.3, 1879, 11.4, 27.7
1318.8, -6.2, 54.2, 61, 28, 87, -8.6, 61.4, 2112, 14.1, 26.0
1320.0, -10.1, 49.1, 62, 28, 88, -8.6, 54.0, 1913, 13.1, 26.7
1321.2, 4.7, 50.2, 62, 28, 88, -8.6, 51.4, 1874, 11.8, 28.0
1322.4, 3.8, 47.0, 63, 28, 88, -8.6, 43.0, 1677, 3.5, 30.1
1323.6, -0.0, 21.6, 63, 28, 88, -6.7, 38.3, 1644, 3.5, 33.5
1324.8, 1.0, 23.3, 63, 28, 88, -3.1, 26.0, 1448, 3.7, 33.1
1326.0, 6.3, 42.4, 62, 28, 88, -3.9, 33.3, 1533, 4.4, 32.5
1327.2, 4.5, 41.5, 62, 28, 88, -5.5, 52.0, 1828, 12.2, 29.7
1328.4, -0.0, 37.3, 63, 28, 88, -4.5, 46.0, 1744, 11.7, 27.2
1329.6, -0.7, 35.5, 63, 28, 88, -3.1, 34.0, 1537, 9.0, 29.5
1330.8, -1.5, 32.2, 62, 28, 87, -4.5, 29.8, 1480, 6.6, 28.4
1332.0, 4.7, 26.3, 61, 28, 87, -4.2, 25.2, 1394, 0.4, 25.0
1333.2, 4.3, 19.9, 60, 29, 87, 2.3, 29.0, 1441, 3.3, 27.1
1334.4, 1.6, 34.1, 59, 29, 87, -0.8, 36.3, 1540, 7.1, 30.9
1335.6, 1.8, 41.3, 59, 29, 87, -5.5, 52.0, 1760, 7.1, 24.5
1336.8, 2.3, 61.6, 60, 29, 88, -7.8, 60.3, 1937, 9.1, 24.3
1338.0, 1.4, 62.6, 61, 29, 88, -10.2, 73.0, 2320, 18.4, 22.0
1339.2, -0.0, 65.1, 63, 28, 88, -8.6, 73.0, 2272, 17.8, 22.5
1340.4, 0.0, 64.9, 64, 28, 88, -8.6, 73.0, 2179, 15.7, 25.5
1341.6, -0.2, 64.7, 65, 28, 87, -10.9, 72.5, 2249, 15.3, 25.5
1342.8, -3.1, 52.8, 66, 28, 87, -10.9, 69.5, 2320, 14.5, 25.5
1344.0, -3.2, 40.8, 68, 28, 87, -10.9, 48.0, 1851, 11.0, 27.4
1345.2, -5.5, 21.6, 68, 28, 87, -10.2, 46.8, 1850, 4.7, 33.0
1346.4, -5.1, 21.6, 69, 28, 87, -5.5, 22.0, 1655, 3.2, 25.1
1347.6, 3.9, 19.8, 68, 28, 87, -5.5, 22.1, 1443, 0.0, 4.0
1348.8, 3.0, 19.7, 67, 28, 87, -5.5, 23.0, 1331, 2.8, 13.5
1350.0, -0.8, 27.8, 66, 28, 87, -5.2, 23.5, 1297, 6.7, 32.0
1351.2, 0.5, 26.2, 66, 28, 87, -4.7, 25.0, 1479, 0.0, 27.1
1352.4, 4.7, 18.8, 63, 29, 87, -4.7, 25.0, 1420, 0.9, 21.5
1353.6, 5.4, 22.5, 63, 29, 87, -4.7, 25.0, 1217, 10.6, 22.5
1354.8, 7.0, 38.8, 62, 29, 87, -4.0, 28.6, 1290, 10.6, 22.5
1356.0, 4.2, 34.6, 62, 29, 88, -3.1, 35.0, 1519, 10.6, 25.0
1357.2, -1.6, 19.6, 60, 29, 88, -3.1, 31.6, 1335, 8.8, 24.2
1358.4, 0.3, 21.1, 58, 29, 88, -3.1, 27.0, 989, 0.0, 0.5
1359.6, 3.1, 23.9, 52, 29, 88, 0.2, 29.6, 988, 3.8, 1.2
1360.8, 3.5, 46.0, 52, 29, 88, 2.4, 33.9, 988, 24.7, 12.5
1362.0, 3.9, 79.2, 53, 29, 88, -5.5, 80.0, 1557, 17.7, 15.8
1363.2, -4.5, 58.6, 53, 29, 88, -5.3, 80.0, 2345, 0.0, 29.0
1364.4, -14.1, 28.6, 54, 28, 88, -3.9, 53.2, 1848, 0.6, 29.0
1365.6, -9.3, 33.7, 53, 28, 88, -4.0, 30.0, 1221, 2.0, 29.0
1366.8, -3.9, 39.2, 51, 29, 88, -4.7, 46.0, 1373, 3.6, 28.9
1368.0, 6.3, 33.7, 48, 29, 88, -4.5, 43.3, 1462, 6.3, 28.5
1369.2, 5.4, 33.0, 47, 29, 88, -3.9, 30.0, 1077, 6.3, 18.7
1370.4, -0.0, 26.7, 38, 29, 88, -2.0, 30.8, 1034, 6.3, 0.5
1371.6, -0.2, 26.9, 38, 29, 88, 1.6, 33.0, 835, 2.8, 3.6
1372.8, -0.8, 28.6, 34, 29, 88, 1.6, 33.7, 816, 0.0, 7.1
1374.0, 0.5, 28.9, 33, 29, 88, 1.6, 35.0, 773, 0.0, 8.0
1375.2, 2.3, 29.4, 31, 29, 88, -0.0, 58.8, 1242, 5.2, 9.4
1376.4, 2.3, 53.3, 34, 29, 88, -1.0, 81.5, 1927, 20.8, 15.5
1377.6, 1.4, 76.6, 39, 29, 88, -7.0, 86.0, 2528, 20.8, 15.7
1378.8, -5.5, 78.8, 44, 29, 88, -7.0, 86.3, 2513, 20.8, 16.0
